State_Tribe_Territory,County_Name,FIPS_State,FIPS_County,date,order_code,Face_Masks_Required_in_Public,Source_of_Action,URL,Citation
PA,Allegheny County,42,3,1/8/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/9/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/10/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/11/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/12/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/13/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/14/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/15/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/16/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/17/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/18/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/19/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/20/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/21/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/22/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/23/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/24/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/25/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/26/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/27/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/28/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/29/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/30/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/31/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/1/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/2/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/3/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/4/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/5/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/6/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/7/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/8/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/9/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/10/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/11/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/12/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/13/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/14/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/15/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/16/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/17/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/18/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/19/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/20/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/21/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/22/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/23/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/24/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/25/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/26/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/27/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,2/28/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,3/1/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,3/2/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,3/3/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,3/4/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,3/5/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,3/6/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,3/7/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,3/8/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,3/9/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,3/10/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,3/11/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,3/12/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,3/13/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,3/14/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,3/15/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,3/16/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,3/17/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,3/18/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,3/19/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,3/20/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,3/21/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,3/22/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,3/23/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,3/24/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,3/25/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,3/26/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,3/27/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,3/28/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,3/29/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,3/30/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,3/31/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/1/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/2/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/3/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/4/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/5/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/6/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/7/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/8/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/9/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/10/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/11/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/12/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/13/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/14/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/15/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/16/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/17/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/18/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/19/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/20/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/21/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/22/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/23/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/24/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/25/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/26/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/27/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/28/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/29/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,4/30/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,5/1/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
PA,Allegheny County,42,3,5/2/2021,1,Yes,Official,https://www.health.pa.gov/Documents/First%20Amendment%20to%20Updated%20Order%20of%20the%20Secretary%20Requiring%20Universal%20Face%20Coverings%20Clean%2031621.pdf,"Pa. Health Order (Mar. 16, 2021)"
